Geography,IsActiveMember,HasCrCard,Balance,CreditScore,Exited
France,1,0,126473.33,612,0
France,0,1,110570.78,660,0
Spain,1,0,0.0,829,0
Spain,0,1,0.0,567,0
France,1,1,0.0,850,0
Spain,0,0,0.0,712,0
France,0,0,111099.79,562,0
France,0,1,0.0,755,0
Spain,0,0,100913.57,793,0
Spain,1,1,0.0,471,0
France,1,1,16893.59,707,0
Spain,0,0,122267.85,784,0
France,1,1,125685.79,703,0
Spain,0,1,127397.34,704,0
France,1,0,105271.56,662,0
Germany,0,0,115265.14,636,0
Spain,0,0,0.0,640,0
Spain,1,1,0.0,739,0
Germany,1,0,139542.82,767,0
Germany,0,1,111512.75,753,1
France,1,0,148466.93,714,0
France,0,1,0.0,707,0
France,0,1,108155.49,577,0
France,0,1,0.0,633,0
Germany,1,1,84622.13,849,0
Spain,0,0,146997.64,614,0
France,0,1,0.0,558,0
France,0,1,98590.25,832,0
France,1,1,0.0,567,0
Germany,1,1,134980.74,587,1
Spain,1,1,108078.56,712,0
Spain,1,0,0.0,655,0
France,0,0,0.0,641,0
France,0,1,106836.67,676,0
France,1,0,102490.27,472,0
Germany,0,0,112746.54,644,0
France,0,0,125487.89,598,0
Spain,1,1,142862.21,792,0
France,0,1,0.0,700,0
France,0,1,0.0,616,0
Spain,1,1,79388.33,743,0
France,1,1,0.0,427,0
France,1,1,0.0,731,0
France,1,1,107784.65,610,0
Spain,0,0,142880.28,724,1
Spain,0,1,149571.94,653,0
France,1,1,142767.39,774,0
Germany,0,1,121537.71,547,1
Spain,0,0,0.0,719,0
Spain,0,1,0.0,740,1
France,0,1,89838.71,543,1
Germany,0,0,103399.87,688,0
France,0,0,0.0,474,0
Germany,0,1,136855.94,505,0
France,0,1,0.0,688,1
Germany,1,1,140891.46,650,1
France,0,1,0.0,610,0
Spain,1,0,89364.91,705,0
France,0,0,146011.4,669,0
Spain,1,1,0.0,650,0
Germany,0,1,145294.08,550,0
Germany,0,0,106000.12,595,1
Spain,0,1,0.0,572,0
Spain,1,1,0.0,622,0
Spain,0,0,104508.77,662,0
Germany,1,1,127539.3,783,1
Spain,1,0,0.0,714,0
Germany,0,1,96891.46,671,1
France,0,1,78535.25,600,0
Spain,0,1,112712.17,847,0
Spain,1,1,119618.42,650,0
Spain,0,1,0.0,710,0
France,1,1,74963.5,682,0
France,1,0,138023.79,642,0
Spain,1,1,0.0,536,0
France,0,1,185513.67,754,0
France,0,0,185648.56,678,1
Germany,0,1,102286.6,533,1
Germany,0,1,128015.83,741,0
France,0,0,39539.39,757,0
France,1,1,0.0,721,0
France,1,1,77608.46,700,0
France,0,1,141462.13,663,0
Spain,0,0,0.0,677,0
France,0,1,131691.33,655,0
Spain,1,0,93833.86,832,0
Spain,1,1,137933.39,721,0
Spain,1,0,105770.14,542,1
Spain,1,0,0.0,654,0
Spain,1,0,0.0,821,1
France,1,0,166328.65,508,0
Germany,0,1,164307.77,588,0
Germany,1,0,163965.69,691,0
France,0,1,125608.72,664,0
France,0,1,0.0,439,0
Spain,1,0,118433.94,479,0
France,0,1,98488.08,850,1
France,1,0,0.0,518,0
Germany,1,1,98362.35,717,0
France,0,1,144237.91,698,1
France,1,0,0.0,850,0
Spain,0,1,0.0,700,1
France,0,0,105767.28,626,0
Spain,0,1,0.0,774,0
Spain,0,0,0.0,719,0
Spain,1,1,0.0,646,1
France,1,1,134467.26,485,0
Germany,1,1,138515.02,784,0
Germany,0,0,128647.98,850,0
France,0,1,121858.98,669,0
Spain,1,1,0.0,731,0
France,1,0,120108.56,721,0
France,1,1,196853.62,515,0
France,1,1,121418.62,774,0
Spain,1,1,0.0,585,0
France,0,1,0.0,695,0
Germany,0,0,97495.8,729,0
France,0,0,0.0,713,0
Spain,1,0,127343.4,555,0
Spain,0,1,158633.61,699,0
France,0,1,0.0,587,0
Spain,1,1,183744.98,762,0
France,1,1,0.0,510,0
Spain,0,0,0.0,842,0
France,0,1,79962.92,608,0
France,1,1,0.0,850,0
France,1,1,0.0,642,0
France,0,0,140956.99,850,0
Spain,1,1,0.0,455,0
France,1,1,0.0,726,1
Spain,1,1,145241.63,544,0
Germany,0,1,138008.06,651,0
France,1,1,0.0,814,0
France,1,1,0.0,537,0
France,0,1,0.0,553,0
Spain,0,1,0.0,800,0
France,0,1,0.0,791,0
Spain,0,1,127570.93,699,0
France,1,1,0.0,756,0
Spain,1,0,107812.67,591,1
Germany,0,0,91560.58,850,0
Germany,1,1,121303.77,760,0
Spain,1,0,161546.68,569,0
Spain,0,1,128415.45,661,0
France,1,1,57530.06,670,1
France,1,0,0.0,694,0
France,0,1,142243.54,728,0
Germany,0,1,138341.51,764,1
France,0,1,0.0,639,0
France,1,0,0.0,683,1
Spain,0,1,0.0,663,0
Spain,0,0,146466.46,826,0
Spain,0,1,0.0,735,0
France,1,1,0.0,682,0
France,1,1,0.0,663,0
Spain,1,1,120307.58,562,0
France,0,0,87637.26,696,0
Spain,1,1,94652.04,850,0
France,1,1,114415.84,719,0
France,1,0,0.0,804,0
France,0,0,84315.02,604,0
Spain,0,1,0.0,782,0
Germany,0,1,93955.83,512,0
France,0,1,67087.69,569,0
Germany,0,1,101528.61,597,1
Germany,1,1,110824.52,753,0
France,1,1,0.0,430,0
France,0,1,179960.2,756,0
France,0,1,134006.77,493,0
Germany,1,1,121532.17,777,0
Spain,1,1,0.0,779,0
Spain,1,1,0.0,702,0
France,0,0,129717.3,551,0
Germany,1,1,94762.16,749,0
Germany,1,0,155196.17,742,1
Germany,1,1,129514.99,752,0
Germany,1,1,113386.36,740,1
France,1,0,0.0,576,1
Spain,1,1,172196.23,637,0
France,1,1,97612.12,724,0
France,0,1,104719.94,685,0
France,0,1,0.0,625,0
Germany,0,1,139592.98,571,1
Spain,0,1,0.0,584,0
France,0,1,139096.85,550,0
Spain,1,0,140301.72,662,0
Spain,0,1,0.0,803,0
France,1,1,0.0,615,0
Spain,1,1,111233.09,481,0
France,0,1,0.0,701,0
France,1,0,147737.63,751,0
France,1,1,0.0,675,0
Germany,1,1,125725.02,733,0
France,0,1,128289.7,822,1
France,0,1,0.0,559,1
Germany,1,1,88826.07,731,1
France,0,1,143443.61,678,1
France,1,1,0.0,645,1
France,0,1,0.0,701,0
Spain,1,1,149134.46,554,0
France,0,1,124119.54,723,0
Germany,0,0,116822.7,766,0
France,0,1,103219.47,597,0
France,0,0,0.0,574,0
Germany,1,1,81954.6,655,1
Germany,0,1,95196.26,780,1
Spain,1,1,0.0,672,0
France,1,1,0.0,717,0
France,1,1,136555.01,521,0
France,1,1,0.0,633,0
France,1,1,119452.03,669,0
France,1,0,0.0,740,1
Germany,1,0,69881.09,462,0
France,1,1,0.0,619,0
France,1,1,0.0,665,0
Spain,0,0,0.0,655,0
Spain,0,1,204223.03,463,0
France,0,1,110314.21,799,1
Spain,0,0,163760.82,713,1
Germany,1,1,141069.18,807,0
France,1,1,115934.74,728,0
France,1,0,151457.88,582,0
Germany,1,1,154206.07,704,0
France,0,1,89928.99,714,0
France,1,1,89182.09,628,0
Germany,0,1,79706.25,809,0
Spain,0,0,0.0,547,1
France,0,1,0.0,560,0
France,1,1,117799.28,811,0
France,0,1,0.0,584,0
France,0,0,0.0,691,0
Germany,0,1,146422.22,680,1
Germany,1,1,150186.22,588,0
Germany,0,1,100275.88,721,1
France,0,1,0.0,850,1
France,0,1,147493.89,529,0
France,0,1,0.0,622,0
France,1,0,0.0,683,0
France,1,1,121823.4,575,0
Spain,1,1,0.0,577,0
Germany,0,1,113688.63,510,1
Spain,1,1,100471.34,652,0
Germany,0,1,100032.52,569,1
Spain,0,0,0.0,687,0
France,0,1,116358.0,822,0
Germany,1,0,163549.63,656,0
Germany,1,1,99183.9,745,0
Spain,1,1,131955.07,386,1
Spain,0,0,134177.06,684,0
Spain,0,1,0.0,635,0
France,1,1,0.0,582,0
Spain,1,1,0.0,613,0
Germany,0,1,94348.94,795,1
France,1,0,155584.21,659,0
France,0,1,0.0,745,0
Spain,1,1,0.0,604,0
Germany,1,1,170661.47,509,0
Germany,0,1,185544.36,706,0
Spain,1,1,52831.13,619,1
Germany,1,1,97750.07,572,1
France,0,1,114007.5,695,0
France,1,1,104308.77,543,0
France,1,1,84719.13,640,0
France,0,1,0.0,672,0
France,1,0,140236.98,701,0
Spain,1,1,0.0,634,0
Spain,0,0,75302.85,531,0
France,0,1,0.0,699,0
France,1,1,104760.82,605,1
France,0,1,0.0,534,1
Spain,0,0,113693.0,449,0
Spain,0,1,174180.39,684,0
Germany,0,0,115766.26,622,1
France,0,1,0.0,714,0
Spain,0,1,0.0,712,0
France,1,1,121215.9,783,0
Germany,0,1,144677.19,743,1
France,1,1,115350.63,683,0
Spain,0,1,105683.63,654,0
France,0,1,135179.49,700,0
Spain,0,1,117551.23,744,0
Germany,0,1,157404.02,645,0
Spain,0,1,77910.23,525,0
France,0,0,110942.9,732,0
France,1,1,0.0,721,0
France,1,1,179305.09,622,0
Germany,1,1,150593.59,654,0
France,1,1,123815.86,529,1
Spain,1,1,0.0,720,1
Germany,0,1,69385.17,850,0
Germany,0,1,138032.15,667,0
France,1,1,0.0,620,0
France,1,1,0.0,616,0
Germany,0,1,143500.82,637,1
Spain,0,1,119670.18,710,0
Spain,0,0,99106.73,717,0
Germany,1,1,120135.55,786,0
France,0,1,0.0,651,0
France,1,0,120905.03,530,1
Spain,0,0,0.0,815,1
Germany,0,0,102277.52,715,1
Germany,1,1,125292.53,496,1
Spain,0,1,0.0,680,0
France,0,0,101629.3,646,0
Germany,1,1,171937.27,807,0
France,0,1,0.0,727,0
France,0,1,0.0,787,0
France,0,0,0.0,806,0
France,0,1,129743.75,603,0
Spain,1,0,0.0,649,1
Germany,0,1,151191.31,547,1
Germany,1,1,102630.13,684,0
France,1,1,114023.64,477,1
Germany,1,1,124227.14,558,0
France,1,1,0.0,695,0
Spain,0,1,80285.16,592,1
France,1,1,175477.15,789,0
France,0,1,132144.35,597,0
Germany,1,1,136911.07,839,1
Germany,1,1,133299.67,405,0
France,0,1,0.0,658,0
Germany,1,1,117691.0,684,1
France,0,1,0.0,633,0
France,0,1,0.0,589,0
Germany,1,1,133199.71,750,0
Spain,1,1,135506.58,771,1
Germany,1,0,127154.14,812,0
Spain,1,1,0.0,539,0
Germany,1,1,49508.79,670,0
France,1,1,0.0,673,0
France,0,0,75051.49,538,1
Spain,0,0,123925.23,575,1
France,1,0,0.0,682,1
France,0,1,153819.58,712,1
Spain,1,1,0.0,598,0
Spain,1,0,0.0,776,0
Spain,1,0,70417.79,606,0
Spain,1,1,111484.88,686,0
Spain,1,0,146343.98,850,0
France,1,1,160541.0,642,0
Germany,0,1,130274.26,606,0
France,1,1,98993.02,627,0
Spain,0,1,0.0,850,0
Germany,1,1,141827.33,850,0
France,1,1,110054.45,724,0
France,1,1,0.0,579,0
Spain,0,1,0.0,727,0
Germany,1,0,98088.09,813,1
France,0,0,118317.27,642,1
Spain,0,1,0.0,669,0
Germany,0,0,99774.5,574,1
France,0,0,0.0,774,0
France,0,0,0.0,735,1
Spain,0,1,133806.54,639,0
Spain,0,1,0.0,738,1
France,1,1,124993.29,835,0
Spain,1,1,157622.58,637,0
Germany,1,0,126111.61,589,0
France,1,1,161651.37,591,0
France,0,0,142856.95,723,0
Germany,1,1,111100.98,831,1
Spain,1,1,102918.38,733,0
France,0,1,0.0,731,0
France,0,1,0.0,654,0
France,0,1,0.0,828,0
Spain,1,1,125265.61,590,0
France,1,1,82500.28,657,0
Germany,1,1,175754.87,531,0
France,0,0,109387.33,516,0
France,1,0,100443.36,561,0
Spain,1,1,83102.72,682,0
Spain,1,1,0.0,575,0
France,0,1,0.0,623,0
France,0,1,0.0,642,0
France,0,0,115290.27,779,1
France,0,1,0.0,671,0
France,0,1,140197.71,495,0
France,1,0,105245.34,850,0
France,1,0,0.0,630,0
France,1,1,0.0,588,0
Germany,1,0,142296.13,562,0
Spain,1,1,99097.33,740,1
France,1,1,171069.39,695,0
France,0,0,0.0,589,0
France,1,1,102523.88,607,0
France,1,1,0.0,794,0
Germany,0,0,143391.07,580,1
Germany,0,0,106022.73,644,0
Spain,0,1,0.0,636,0
Germany,1,1,128960.21,599,0
France,0,1,0.0,507,0
France,0,1,0.0,682,0
France,0,1,0.0,714,0
France,0,1,126442.59,696,0
Spain,1,1,0.0,599,0
France,0,1,127261.35,577,0
Spain,0,1,0.0,733,0
France,0,1,0.0,647,0
France,0,0,0.0,831,0
Germany,1,1,73481.05,543,0
France,0,1,160515.37,679,0
Germany,0,1,149525.34,713,0
Germany,0,0,166522.78,690,1
France,0,1,135536.5,751,0
Germany,0,0,120481.69,613,1
Spain,1,0,103421.32,701,0
France,1,0,135658.73,698,0
France,1,1,0.0,451,0
France,0,1,191402.82,665,0
Germany,1,0,94504.35,726,0
Germany,1,0,126147.84,608,1
France,1,1,0.0,549,0
France,0,1,0.0,803,0
France,0,1,87624.03,663,0
France,0,0,153697.53,558,1
France,0,0,0.0,714,0
France,0,1,0.0,704,0
Germany,0,1,116585.97,805,1
Germany,0,1,134464.58,659,0
Germany,1,1,83008.31,738,0
Spain,0,1,113635.16,635,0
Spain,0,1,0.0,530,0
Germany,1,0,122552.48,661,0
Spain,0,0,118899.45,531,0
France,0,0,99713.87,694,0
France,0,0,0.0,731,0
France,1,0,134208.22,556,0
Germany,0,1,85906.65,647,0
Germany,1,0,137714.25,850,0
Spain,1,1,160777.9,573,0
France,1,1,0.0,591,0
France,0,0,0.0,723,0
France,1,1,102585.88,617,0
Germany,0,1,102556.18,704,1
Germany,1,0,126772.57,457,0
Germany,1,1,158373.23,787,0
France,0,1,0.0,651,0
Germany,1,1,141927.1,612,0
Spain,0,1,109876.82,828,1
France,1,1,0.0,724,0
Germany,1,1,111369.79,648,0
Spain,0,0,116969.35,569,0
Germany,0,0,136729.51,765,0
Germany,1,0,152086.15,577,1
Spain,0,1,0.0,603,0
Spain,0,0,127289.28,568,0
Germany,0,0,119852.01,748,1
Spain,1,1,0.0,573,0
Spain,1,0,0.0,771,0
France,1,1,0.0,763,0
France,1,1,117183.74,410,0
France,1,0,129907.63,728,0
Spain,1,0,0.0,655,0
Germany,1,1,145387.32,580,1
France,1,1,124616.23,712,0
France,0,1,0.0,680,0
Spain,0,0,95808.19,383,1
France,0,1,0.0,721,0
France,1,0,0.0,620,0
Spain,0,0,117152.3,774,0
France,0,0,106250.72,563,0
Germany,1,1,111837.78,850,0
France,1,1,97023.21,681,0
France,0,1,137687.72,631,0
Spain,1,1,113348.5,614,0
Spain,1,1,122109.78,704,0
France,0,0,120452.4,786,0
France,1,1,0.0,534,0
Spain,1,0,65812.35,590,0
Spain,0,1,54428.37,583,1
France,1,1,0.0,656,0
France,0,1,0.0,597,0
Germany,0,1,143279.58,588,1
Germany,0,1,103846.65,667,0
France,1,0,125190.86,627,0
France,1,0,0.0,708,0
France,0,1,38340.02,641,1
Germany,1,1,123802.98,527,0
France,1,1,96651.03,592,0
France,0,1,0.0,465,0
France,0,0,0.0,628,0
France,0,1,133237.21,678,1
France,1,1,142105.35,570,0
France,0,1,166115.42,815,0
France,0,1,81070.34,817,0
France,1,1,0.0,717,0
France,1,0,123835.52,641,0
France,1,1,123401.43,624,0
Germany,1,1,169377.31,579,0
France,1,1,130015.24,698,0
France,1,0,0.0,645,0
France,0,1,133936.04,691,0
France,1,1,114543.27,638,0
France,0,0,119794.67,705,0
France,1,1,0.0,720,0
Spain,0,1,0.0,553,0
France,1,0,0.0,658,0
Germany,0,1,157138.99,648,1
Spain,1,1,0.0,636,0
Germany,1,1,136733.24,527,0
Germany,0,0,82498.14,717,0
Spain,0,0,151914.93,614,0
France,0,1,80090.93,737,1
Spain,1,0,83739.32,587,0
France,1,1,181166.44,682,1
France,1,1,130588.82,710,0
France,0,1,0.0,507,0
Germany,0,0,94126.67,609,0
France,0,1,0.0,786,0
France,0,1,148045.68,688,1
France,0,1,0.0,710,0
Spain,0,1,0.0,779,0
France,1,0,168165.84,733,0
Germany,0,1,72835.56,583,0
France,0,1,0.0,627,0
Germany,1,1,123212.08,666,0
Spain,1,1,0.0,620,0
Spain,1,1,0.0,614,0
France,0,1,119501.88,606,0
Germany,1,1,144550.83,700,0
Germany,1,1,126729.41,677,1
Germany,0,1,119984.07,850,1
France,0,1,0.0,564,0
Spain,1,1,0.0,771,1
Spain,1,1,121490.05,620,0
Spain,0,1,91897.8,610,0
Spain,0,1,139443.75,609,0
Germany,1,0,144961.97,683,0
Germany,1,0,126041.02,633,0
Germany,1,1,69459.05,676,0
France,1,1,198338.77,693,0
France,0,1,0.0,709,0
Germany,0,1,109196.66,569,1
Spain,0,1,134168.5,684,1
France,1,1,0.0,565,0
France,0,1,0.0,681,0
Spain,1,1,0.0,503,0
France,1,1,0.0,656,0
Germany,0,1,120100.41,566,1
France,1,1,0.0,592,0
Spain,0,1,0.0,687,0
Spain,0,0,0.0,686,0
Spain,0,1,0.0,616,0
Spain,1,1,0.0,494,0
France,0,0,0.0,534,0
Spain,1,0,0.0,695,0
Spain,0,1,0.0,579,0
Germany,1,1,135559.8,432,0
Germany,1,1,150355.35,816,0
France,1,1,0.0,730,0
France,1,1,133489.12,593,0
Germany,0,0,105489.31,715,1
Germany,0,1,60205.2,775,0
France,0,1,0.0,539,0
Spain,0,0,0.0,576,0
Spain,0,1,0.0,617,1
France,1,1,0.0,688,0
France,1,0,0.0,608,0
Spain,1,0,0.0,597,1
France,1,1,112333.63,670,0
Germany,1,1,116936.81,616,0
Germany,1,0,117721.02,579,1
France,1,1,165896.22,786,0
Spain,0,1,153656.85,704,0
France,1,1,94164.0,796,0
Spain,0,1,0.0,598,0
France,0,0,191808.73,602,0
France,1,1,152199.33,619,0
Germany,0,1,125396.24,492,1
Germany,0,1,104405.54,641,0
France,1,1,133801.49,518,0
Spain,0,1,0.0,623,0
France,0,0,0.0,733,0
Germany,0,1,100047.33,625,0
France,1,1,109848.6,759,0
France,0,1,127849.38,604,0
Spain,1,1,0.0,512,0
France,0,1,95947.76,520,0
Spain,1,1,0.0,805,0
France,0,1,137638.69,626,1
France,1,1,0.0,656,0
Spain,1,1,0.0,785,0
France,0,0,0.0,553,0
France,0,0,0.0,569,0
France,0,0,89416.99,670,0
Spain,1,1,0.0,586,0
Spain,0,1,0.0,617,0
France,1,1,143262.04,508,0
Spain,1,1,119656.45,624,0
France,1,1,132954.64,654,0
Germany,1,1,105206.7,681,0
Spain,0,0,0.0,578,0
Spain,0,1,83061.26,621,0
France,1,1,147650.68,632,0
France,0,1,73348.56,644,1
France,0,1,0.0,821,0
France,0,0,0.0,754,0
Spain,1,0,116320.68,568,0
France,1,0,0.0,584,0
France,1,1,0.0,549,0
France,0,0,0.0,729,0
France,1,1,66250.71,523,0
Germany,0,0,95675.62,477,1
Germany,0,1,92616.64,675,0
Spain,0,1,0.0,782,0
Spain,1,1,0.0,616,1
Spain,1,1,100565.94,738,0
Spain,0,1,190305.78,717,1
Germany,0,1,118536.4,526,1
France,1,1,127649.64,660,0
France,1,0,165358.77,525,0
Spain,1,1,0.0,629,0
Germany,0,1,78249.53,616,0
Germany,1,1,125193.96,521,0
France,0,0,0.0,691,0
Germany,0,1,154007.21,687,0
Spain,1,1,133214.88,677,0
Spain,1,1,146202.93,695,1
France,0,1,0.0,663,0
France,1,0,90963.49,496,0
Spain,0,1,0.0,747,1
France,0,1,0.0,546,1
Spain,1,1,114386.85,706,0
France,0,1,0.0,472,0
France,1,0,0.0,703,0
France,0,1,0.0,850,0
Spain,1,0,137260.78,667,1
France,0,1,111060.05,559,0
Spain,1,1,124447.73,636,1
France,1,1,0.0,672,0
France,1,0,0.0,667,1
Germany,1,0,135310.41,648,0
France,0,1,0.0,497,0
France,1,0,0.0,743,0
France,0,1,0.0,619,0
Spain,0,0,139393.19,639,0
Spain,0,0,0.0,540,0
France,1,1,104258.8,766,0
France,1,0,0.0,749,0
Germany,0,1,113447.01,655,0
France,0,1,0.0,630,0
Germany,0,1,111063.73,778,0
Germany,0,0,161378.02,757,1
Spain,1,1,82766.43,529,0
Spain,0,1,0.0,620,0
France,0,1,104267.7,615,1
France,0,0,91718.8,735,0
Spain,1,0,63488.7,705,1
Spain,0,0,12459.19,644,1
Germany,1,0,159863.9,505,0
Germany,0,1,104592.55,471,0
Spain,1,1,132088.59,722,0
Spain,0,1,0.0,577,0
Spain,0,1,120654.68,744,0
France,0,1,0.0,573,0
France,1,0,83772.95,653,0
France,1,0,172325.67,660,0
France,1,1,117685.31,787,0
France,1,0,0.0,617,0
France,0,0,0.0,567,0
Spain,1,1,0.0,682,0
France,1,1,135871.5,684,0
France,1,1,0.0,447,1
Germany,0,1,128504.76,625,1
France,0,1,0.0,585,0
France,0,1,56228.25,516,0
Germany,0,1,98792.4,732,1
Germany,1,1,181768.32,628,0
Spain,1,1,101198.01,682,0
France,1,0,0.0,746,0
France,1,1,0.0,655,0
France,0,1,0.0,644,0
France,0,0,139064.06,778,0
France,1,1,104508.1,617,0
Germany,0,1,113948.58,660,1
France,1,0,0.0,537,0
France,1,1,0.0,554,0
France,1,0,0.0,806,0
Germany,1,0,117524.72,611,0
France,1,0,160389.82,665,0
France,0,1,0.0,648,0
France,0,0,125547.53,692,0
Spain,1,1,92783.68,507,0
Germany,0,1,97036.22,696,1
France,0,0,0.0,681,0
France,1,1,0.0,687,0
Spain,1,1,102145.13,641,0
France,0,0,113452.66,507,0
Spain,0,1,155681.72,688,0
Germany,0,0,127475.24,535,1
France,1,1,0.0,701,0
France,1,1,112751.13,488,0
France,1,1,0.0,539,0
France,1,1,144889.18,674,1
Spain,1,1,0.0,538,0
France,0,1,150126.44,829,1
France,1,1,69712.74,768,0
Spain,1,0,0.0,585,0
France,0,0,0.0,581,0
Germany,1,1,117438.92,682,0
France,0,1,119315.75,653,0
France,1,1,89571.59,712,0
Germany,0,1,102251.57,620,0
France,1,0,118546.71,709,0
France,1,0,0.0,832,1
Spain,0,0,103257.14,635,0
Spain,1,1,124209.02,749,0
Spain,1,1,0.0,629,0
Spain,1,1,150302.84,836,0
Spain,1,0,108653.93,542,0
France,0,0,85325.93,645,0
France,0,0,0.0,844,0
Germany,0,1,135776.36,747,1
France,1,1,131411.24,645,0
Spain,1,1,0.0,752,0
Spain,0,0,0.0,760,0
Germany,1,1,106431.97,714,0
France,1,1,90305.76,717,0
Germany,1,1,117466.03,645,0
France,1,1,148884.47,681,0
Germany,0,0,91115.76,681,1
Germany,1,0,77373.87,679,0
Spain,0,1,104744.89,528,0
France,1,1,0.0,710,0
Germany,1,1,91538.51,733,0
France,1,1,0.0,724,0
France,1,1,185734.75,726,0
France,1,1,143396.54,520,0
France,1,1,125909.85,556,0
France,0,0,0.0,579,0
France,1,0,154525.7,674,0
France,0,1,0.0,570,0
France,0,1,100654.8,631,0
Spain,1,0,83325.77,623,0
France,0,1,110934.54,665,0
Spain,0,0,113680.54,523,0
Germany,0,1,117020.08,706,0
France,0,1,145359.99,619,0
Germany,0,1,151391.68,593,1
Spain,1,1,123935.35,608,0
France,0,1,0.0,526,0
Spain,1,1,70291.02,684,1
Germany,0,1,166031.45,604,0
Germany,0,0,96643.32,636,0
Spain,1,0,0.0,669,0
France,1,1,0.0,624,0
France,1,1,0.0,631,0
France,1,0,0.0,753,0
France,0,0,0.0,588,0
Germany,0,1,97268.1,729,0
France,0,0,0.0,602,1
Germany,0,1,76296.81,689,1
Spain,0,1,0.0,486,0
Germany,1,0,64497.94,809,1
France,0,1,0.0,562,0
Spain,0,1,0.0,763,0
France,1,1,0.0,669,0
France,0,1,0.0,709,0
Spain,1,1,0.0,554,0
France,0,0,0.0,699,0
Spain,1,0,134249.7,732,0
France,1,1,0.0,625,1
France,1,1,105443.68,599,0
Spain,1,0,0.0,584,1
France,0,1,0.0,499,0
Spain,0,0,0.0,526,0
Germany,0,1,86147.46,625,1
Spain,1,1,96939.06,537,0
Spain,1,1,106758.6,696,0
France,0,1,112528.65,679,0
France,0,1,116563.58,684,1
France,1,1,0.0,850,0
Spain,0,0,0.0,495,0
Spain,1,0,141786.78,537,0
France,1,0,136416.82,850,0
France,0,1,0.0,513,0
Germany,1,1,133245.52,618,0
Germany,1,0,90757.64,802,0
France,1,0,92350.36,547,0
Germany,1,0,78778.49,613,0
Germany,1,1,102143.93,592,0
France,1,1,0.0,546,0
Germany,0,0,98459.6,721,0
Germany,0,1,114603.76,671,1
Spain,0,1,0.0,624,0
Germany,0,1,148074.79,751,1
Spain,1,1,0.0,636,1
Spain,1,1,108004.64,607,1
Germany,1,1,107712.57,509,0
Spain,1,1,0.0,653,0
Spain,0,1,0.0,709,0
France,0,1,145303.52,559,0
Germany,1,1,138476.41,684,0
France,1,1,127471.56,635,1
France,1,0,156551.63,709,0
Germany,0,1,97092.87,656,1
France,0,1,0.0,793,1
Spain,1,1,129312.79,609,0
Germany,1,1,100315.1,618,0
France,0,1,81684.97,850,0
Spain,0,0,88827.53,669,1
Germany,1,1,152092.44,594,0
Spain,1,1,0.0,616,0
France,0,1,0.0,676,1
Spain,1,0,102406.76,608,0
France,1,1,109130.96,710,0
France,1,1,0.0,695,0
Germany,1,0,75242.28,530,0
Spain,0,1,0.0,509,0
France,0,0,0.0,517,1
Germany,1,1,129142.54,758,0
France,0,0,0.0,665,0
Germany,1,1,139129.92,631,0
Spain,1,0,0.0,576,0
Spain,1,0,66483.32,544,0
Germany,0,1,62389.03,596,1
France,1,1,0.0,481,0
France,0,1,91857.66,498,1
Spain,0,1,0.0,512,0
France,0,1,0.0,594,1
France,0,1,176173.52,570,1
Spain,1,0,0.0,721,0
France,0,1,131834.76,453,0
France,1,1,92347.96,562,0
France,1,1,0.0,682,0
France,0,0,95297.11,748,0
France,0,0,0.0,729,0
France,0,1,0.0,663,0
France,1,0,123845.36,735,1
Germany,1,1,143426.34,627,0
France,1,1,0.0,713,0
Germany,1,0,112708.2,562,0
France,0,1,100013.51,632,0
France,0,0,208165.53,479,1
Spain,1,0,0.0,658,0
France,0,1,0.0,598,1
France,1,1,0.0,597,0
France,1,1,121685.31,512,0
France,0,1,111525.02,704,0
France,0,0,0.0,474,0
Germany,1,1,113546.3,604,0
France,1,1,95696.52,683,0
France,1,1,88963.31,537,0
Spain,1,0,144880.34,794,0
France,1,0,136576.02,732,1
France,1,1,63093.01,495,0
Germany,1,1,132271.12,552,0
France,1,1,88814.4,602,0
Germany,1,0,90594.55,607,0
Germany,0,1,141816.25,675,1
France,1,1,138547.97,443,1
France,1,0,52192.08,727,0
France,0,1,124976.19,482,0
France,0,1,0.0,686,0
Germany,0,1,104356.38,588,0
Spain,1,0,150315.92,605,0
France,0,1,129299.28,583,0
Germany,0,1,140950.92,738,0
Spain,0,1,128065.12,744,0
France,0,1,107433.48,781,0
France,0,1,117468.67,699,0
France,0,0,0.0,639,0
France,0,1,0.0,583,0
France,0,0,0.0,587,0
France,0,1,0.0,694,0
France,1,1,153040.03,570,1
Germany,0,1,142084.04,692,1
France,0,1,0.0,511,0
France,0,0,112079.58,788,0
Spain,1,1,132044.6,526,0
Spain,0,1,66582.81,749,1
France,1,1,0.0,691,0
France,1,1,0.0,481,0
France,1,1,0.0,752,0
France,0,0,102895.1,658,0
Spain,1,1,0.0,679,0
Germany,1,0,117578.35,754,0
France,0,1,198546.1,679,1
Spain,0,0,0.0,633,0
France,0,1,0.0,674,0
Germany,1,0,116623.31,600,0
Spain,0,1,0.0,645,0
France,1,0,0.0,698,0
Spain,1,1,0.0,508,0
France,0,1,105770.7,555,1
France,0,1,0.0,751,1
France,1,0,94435.45,738,0
Germany,1,0,112889.91,706,0
France,0,1,0.0,595,1
Germany,0,0,127940.47,577,1
Germany,1,1,129745.1,578,0
France,1,1,0.0,699,0
France,1,0,0.0,826,0
Germany,0,1,141535.52,656,1
